Wavelength (nm),0,30,60,120,240,480,960,1920
190,0.826462,0.789154,0.845214,0.819382,0.837616,0.817718,0.810409,0.829253
191,0.841706,0.830658,0.827407,0.819214,0.802963,0.819534,0.840393,0.862747
192,0.882401,0.873871,0.869048,0.864151,0.868774,0.889389,0.853546,0.866439
193,0.828736,0.853074,0.866409,0.852311,0.844163,0.844178,0.869721,0.856751
194,0.864671,0.887879,0.881439,0.866471,0.857819,0.878052,0.876633,0.893738
195,0.863495,0.877945,0.857879,0.86882,0.86116,0.882126,0.882843,0.87593
196,0.873719,0.90123,0.876877,0.883607,0.877778,0.883927,0.906921,0.898483
197,0.907242,0.944275,0.89125,0.899338,0.915009,0.925552,0.907989,0.879531
198,0.902772,0.901093,0.936935,0.895203,0.891175,0.882645,0.929184,0.897491
199,0.922105,0.911804,0.930053,0.913193,0.92212,0.913513,0.931686,0.915481
200,0.927841,0.949554,0.926955,0.927551,0.927856,0.938324,0.908401,0.953231
201,0.914063,0.962174,0.913177,0.934419,0.963868,0.941849,0.91481,0.955902
202,0.937851,0.949508,0.961242,0.950897,0.951202,0.937881,0.982681,0.929458
203,1.006043,1.004364,1.017761,0.990449,0.990754,0.990769,0.979568,1.020645
204,1.103028,1.129929,1.11618,1.131318,1.117081,1.131638,1.077179,1.091538
205,1.259491,1.290924,1.274825,1.275421,1.267532,1.259521,1.268264,1.245895
206,1.408372,1.455444,1.456237,1.438447,1.438752,1.425491,1.439484,1.427459
207,1.617478,1.615799,1.636444,1.617188,1.617493,1.63736,1.603897,1.619476
208,1.813477,1.83519,1.774261,1.813187,1.791199,1.813507,1.775894,1.793182
209,1.914475,1.991272,1.948257,1.967148,1.992966,1.967468,1.94989,1.927749
210,2.052628,2.089234,2.117538,2.071122,2.052643,2.028702,2.072159,2.07341
211,2.203644,2.18074,2.181533,2.155533,2.136841,2.182449,2.15657,2.205642
212,2.299302,2.297623,2.275497,2.299012,2.299317,2.299332,2.255508,2.278381
213,2.311661,2.380249,2.332839,2.356797,2.357102,2.333755,2.357834,2.335723
214,2.37529,2.43045,2.458221,2.406479,2.406784,2.37532,2.432876,2.377288
215,2.465592,2.438553,2.464706,2.465302,2.440247,2.465622,2.440979,2.46759
216,2.528138,2.526459,2.47377,2.578095,2.500549,2.578415,2.475403,2.54956
217,2.573395,2.602539,2.572509,2.573105,2.604233,2.573425,2.574142,2.575393
218,2.56453,2.59169,2.623306,2.593079,2.593384,2.593399,2.594116,2.595367
219,2.644929,2.612427,2.644043,2.644639,2.585282,2.644959,2.586014,2.616104
220,2.662186,2.660507,2.630477,2.694931,2.695236,2.662216,2.63211,2.664184
221,2.6521,2.714279,2.715072,2.682633,2.763916,2.682953,2.716705,2.654098
222,2.697907,2.729263,2.777999,2.697617,2.697922,2.667114,2.731689,2.699905
223,2.796235,2.713578,2.747406,2.748002,2.684449,2.748322,2.716004,2.75029
224,2.812638,2.810959,2.77536,2.812348,2.812653,2.776276,2.776993,2.733658
225,2.748582,2.827881,2.792282,2.792878,2.829575,2.748612,2.830307,2.75058
226,2.810563,2.808884,2.846069,2.810273,2.776734,2.810593,2.777466,2.812561
227,2.862412,2.824341,2.825134,2.82573,2.792191,2.862442,2.792923,2.86441
228,2.844681,2.879394,2.843795,2.880783,2.881088,2.881103,2.845428,2.812835
229,2.861115,2.895828,2.896621,2.860825,2.897522,2.861145,2.898254,2.829269
230,2.914978,2.913299,2.953429,2.878296,2.878601,2.878616,2.879333,2.916976
231,2.986008,2.930969,2.89537,2.932358,2.896271,2.932678,2.897003,2.988006
232,2.962662,3.001602,2.961776,3.002991,2.962677,2.962692,2.963409,2.927368
233,2.940965,3.017197,2.977371,2.940675,2.978272,2.940995,2.979004,2.942963
234,2.994644,2.992965,2.993758,2.994354,2.957367,2.994674,2.958099,2.996642
235,3.052658,3.01036,2.973861,3.052368,3.012054,3.052688,2.975494,2.976745
236,3.026429,3.065369,3.066162,3.066758,3.067063,3.067078,3.067795,3.028427
237,3.003999,3.080231,3.081024,3.003709,3.041306,3.041321,3.042038,3.043289
238,3.019486,3.017807,3.0186,3.019196,3.019501,3.019516,3.020233,3.058776
239,2.999635,2.965683,2.998749,2.999345,2.967377,3.034333,2.968109,3.001633
240,2.870835,2.920425,2.921218,2.921814,2.922119,2.922134,2.922851,2.897674
241,2.759522,2.795135,2.795928,2.777527,2.796829,2.796844,2.797561,2.798812
242,2.625245,2.636703,2.637496,2.670472,2.656601,2.670792,2.662002,2.67276
243,2.514405,2.522369,2.54309,2.564728,2.565033,2.576004,2.555099,2.55635
244,2.411973,2.433457,2.442261,2.450959,2.476594,2.476609,2.486038,2.469986
245,2.347291,2.35849,2.379379,2.382249,2.406174,2.413544,2.421738,2.415512
246,2.304612,2.320008,2.32666,2.353684,2.366776,2.373352,2.376282,2.381988
247,2.279511,2.293411,2.310455,2.341767,2.348114,2.360474,2.354965,2.358306
248,2.265732,2.283844,2.30017,2.335755,2.347809,2.353836,2.360657,2.357818
249,2.264725,2.294204,2.321471,2.333191,2.35878,2.364853,2.375885,2.366821
250,2.279267,2.304184,2.331711,2.351228,2.375489,2.388047,2.386658,2.400787
251,2.303315,2.327866,2.352951,2.389878,2.407425,2.420868,2.414825,2.432037
252,2.332672,2.372833,2.396316,2.432358,2.453979,2.461349,2.469543,2.455962
253,2.371125,2.419663,2.440979,2.473069,2.496537,2.504563,2.513382,2.506531
254,2.410813,2.457046,2.480132,2.514969,2.532013,2.552292,2.541336,2.55426
255,2.459352,2.490036,2.522919,2.56096,2.570329,2.592179,2.571061,2.594147
256,2.490784,2.540695,2.562011,2.599899,2.633758,2.637283,2.63449,2.639251
257,2.544129,2.600265,2.61087,2.645874,2.676163,2.688034,2.688751,2.690002
258,2.599915,2.649262,2.653717,2.684876,2.714005,2.72702,2.727737,2.728988
259,2.641709,2.665649,2.697921,2.723877,2.755844,2.770187,2.756576,2.772155
260,2.651994,2.709122,2.722793,2.755051,2.784516,2.784531,2.785248,2.786499
261,2.709885,2.748077,2.767867,2.783295,2.79892,2.814773,2.799652,2.816741
262,2.736955,2.763169,2.798935,2.799531,2.799836,2.815689,2.816406,2.817657
263,2.763276,2.791382,2.792175,2.813797,2.830521,2.847565,2.831253,2.832504
264,2.77652,2.805664,2.828216,2.845841,2.846146,2.846161,2.846878,2.8311
265,2.789674,2.842469,2.820694,2.843858,2.844163,2.844178,2.844895,2.846146
266,2.803483,2.858231,2.835632,2.836228,2.859925,2.85994,2.837265,2.861908
267,2.817612,2.832748,2.856933,2.857529,2.857834,2.857849,2.858566,2.836425
268,2.83281,2.872818,2.873611,2.849946,2.832825,2.83284,2.850983,2.834808
269,2.847413,2.863815,2.846527,2.847123,2.807709,2.830017,2.808441,2.831985
270,2.845704,2.862106,2.844818,2.845414,2.789963,2.806015,2.790695,2.807983
271,2.82071,2.842133,2.842926,2.803803,2.804108,2.788086,2.788803,2.769531
272,2.819855,2.835403,2.836196,2.802948,2.766693,2.747055,2.767425,2.749023
273,2.817155,2.832703,2.816269,2.779008,2.74434,2.744355,2.730896,2.732147
274,2.81569,2.814011,2.792785,2.757218,2.710495,2.71051,2.69809,2.712478
275,2.791916,2.790237,2.79103,2.726639,2.695603,2.678726,2.696335,2.680694
276,2.770326,2.789673,2.754303,2.707871,2.678147,2.66594,2.666657,2.667908
277,2.75438,2.752701,2.720047,2.689637,2.649369,2.637985,2.638702,2.639953
278,2.703018,2.719345,2.689132,2.660904,2.623367,2.609222,2.609939,2.62535
279,2.672669,2.687714,2.647934,2.622437,2.59163,2.585068,2.585785,2.600296
280,2.632889,2.63121,2.606887,2.567841,2.561844,2.561859,2.559463,2.563827
281,2.59494,2.56723,2.54634,2.537903,2.517822,2.517837,2.498977,2.508529
282,2.525956,2.504364,2.478103,2.468308,2.460983,2.460998,2.461715,2.470596
283,2.461304,2.425629,2.426422,2.404267,2.404572,2.404587,2.405304,2.406555
284,2.381578,2.345856,2.340942,2.334031,2.334336,2.334351,2.342575,2.336319
285,2.273301,2.239227,2.23555,2.240616,2.246918,2.240936,2.24765,2.258056
286,2.147156,2.117188,2.113433,2.12201,2.130448,2.133972,2.126511,2.141906
287,2.021149,1.996231,1.993682,2.000122,2.01239,2.0159,2.016617,2.022262
288,1.905777,1.885254,1.890685,1.902756,1.914108,1.921173,1.92189,1.93103
289,1.813416,1.8013,1.807007,1.81984,1.826417,1.838044,1.838761,1.847137
290,1.728806,1.725326,1.732421,1.74498,1.759048,1.762466,1.768096,1.778854
291,1.633088,1.632843,1.646835,1.660996,1.6772,1.684784,1.688293,1.697265
292,1.491211,1.493438,1.510512,1.532639,1.547516,1.557418,1.559051,1.567657
293,1.328705,1.331268,1.34703,1.373597,1.393799,1.40152,1.405136,1.411758
294,1.161973,1.161255,1.183074,1.211365,1.231781,1.241348,1.245544,1.251037
295,1.015808,1.017349,1.032439,1.06073,1.086273,1.094772,1.100021,1.107635
296,0.883714,0.887512,0.908645,0.93335,0.956879,0.967407,0.972153,0.981705
297,0.78003,0.786789,0.806564,0.834306,0.855912,0.863739,0.868134,0.878326
298,0.686463,0.699966,0.722747,0.748566,0.771347,0.779388,0.784042,0.792678
299,0.604447,0.62172,0.642136,0.67035,0.693436,0.701066,0.705277,0.715469
300,0.542328,0.560379,0.583725,0.610673,0.634888,0.64148,0.645065,0.654937
301,0.453766,0.475189,0.495468,0.515519,0.536255,0.542465,0.548355,0.550293
302,0.414994,0.437104,0.458435,0.479447,0.498521,0.507691,0.511338,0.516129
303,0.380906,0.405838,0.426422,0.448533,0.468567,0.475693,0.481125,0.487549
304,0.352998,0.378983,0.398773,0.421556,0.438798,0.446259,0.451645,0.459213
305,0.329544,0.356826,0.378066,0.401077,0.418228,0.426223,0.431335,0.437133
306,0.317795,0.347534,0.368453,0.394165,0.414581,0.421249,0.422943,0.429473
307,0.297318,0.325745,0.35022,0.373536,0.391709,0.399063,0.401505,0.407349
308,0.281296,0.311829,0.333679,0.356965,0.375351,0.380341,0.384003,0.389755
309,0.266969,0.299607,0.320145,0.340943,0.358536,0.363694,0.368836,0.371384
310,0.25615,0.289261,0.308135,0.329209,0.345062,0.351059,0.352844,0.359344
311,0.243668,0.277817,0.294815,0.315934,0.328873,0.333267,0.338364,0.341781
312,0.235276,0.269791,0.286407,0.304123,0.316895,0.320892,0.323883,0.328796
313,0.225892,0.262024,0.277923,0.292969,0.305222,0.308945,0.31102,0.313781
314,0.218338,0.254867,0.268676,0.283035,0.292709,0.295044,0.297699,0.301788
315,0.212327,0.248459,0.261535,0.27269,0.281357,0.28505,0.285751,0.29042
316,0.20372,0.240936,0.251602,0.260636,0.26796,0.269653,0.272186,0.274856
317,0.197037,0.233231,0.24385,0.251481,0.25676,0.25856,0.258942,0.261413
318,0.190751,0.227203,0.23616,0.24173,0.244339,0.244949,0.245834,0.24797
319,0.184479,0.220688,0.228896,0.230332,0.233582,0.234039,0.233337,0.235565
320,0.17862,0.215378,0.221344,0.221253,0.221757,0.220963,0.221878,0.223862
321,0.174256,0.210007,0.213562,0.213074,0.211319,0.209076,0.209381,0.21347
322,0.170533,0.205414,0.20697,0.204255,0.200242,0.198487,0.199661,0.200165
323,0.16568,0.200531,0.201446,0.195786,0.189682,0.187653,0.188583,0.190445
324,0.162034,0.195511,0.194244,0.187226,0.180023,0.177536,0.176712,0.178421
325,0.158051,0.191025,0.188156,0.177796,0.170243,0.167359,0.166123,0.167435
326,0.154984,0.185104,0.182433,0.170441,0.161178,0.158142,0.158218,0.158752
327,0.151413,0.180099,0.175842,0.1633,0.152725,0.148391,0.148208,0.149124
328,0.148865,0.175583,0.170593,0.156296,0.145294,0.141556,0.140838,0.140273
329,0.147355,0.170975,0.164749,0.149918,0.138566,0.133896,0.133728,0.134231
330,0.145539,0.1651,0.159454,0.143265,0.131531,0.127243,0.125396,0.126052
331,0.143067,0.162308,0.154296,0.137085,0.124863,0.120224,0.119186,0.118911
332,0.141145,0.156632,0.148361,0.131516,0.119751,0.114823,0.113083,0.113449
333,0.141572,0.154068,0.14444,0.128175,0.114579,0.110611,0.109696,0.10849
334,0.139893,0.147095,0.138061,0.122468,0.109162,0.103592,0.103485,0.103653
335,0.139526,0.143737,0.133102,0.117676,0.105011,0.100204,0.100204,0.098815
336,0.141342,0.140457,0.129974,0.113922,0.102921,0.097595,0.09703,0.097274
337,0.140259,0.136688,0.126007,0.110306,0.099289,0.093811,0.093643,0.092331
338,0.139466,0.132568,0.121231,0.105851,0.095551,0.090622,0.089645,0.089706
339,0.14061,0.129089,0.117278,0.10286,0.092377,0.088272,0.087646,0.087158
340,0.140458,0.12587,0.114624,0.10022,0.090058,0.086029,0.085098,0.0849
341,0.141023,0.122208,0.11055,0.097184,0.088334,0.083954,0.082825,0.083084
342,0.141617,0.120956,0.108108,0.094757,0.08609,0.082504,0.081192,0.081634
343,0.142807,0.11737,0.105331,0.092285,0.085022,0.081467,0.080108,0.079879
344,0.143051,0.1156,0.102218,0.091049,0.083511,0.080734,0.079604,0.078872
345,0.144928,0.114258,0.102416,0.090317,0.08255,0.079529,0.077942,0.079071
346,0.146607,0.112992,0.100845,0.089524,0.082581,0.079575,0.077866,0.07753
347,0.148621,0.11174,0.099472,0.089249,0.082444,0.079758,0.07901,0.077835
348,0.149323,0.110764,0.098297,0.088074,0.081635,0.078705,0.077652,0.07753
349,0.151765,0.110413,0.097229,0.0869,0.082719,0.079438,0.078583,0.076843
350,0.153688,0.110108,0.097397,0.087586,0.081773,0.080338,0.079193,0.078125
351,0.155396,0.109162,0.096359,0.086961,0.082352,0.079545,0.077866,0.077423
352,0.157105,0.109406,0.095764,0.086671,0.081818,0.079102,0.078766,0.077621
353,0.157974,0.108886,0.095138,0.086716,0.081909,0.079818,0.079818,0.078643
354,0.159699,0.108658,0.095489,0.087418,0.082978,0.080719,0.080323,0.078308
355,0.160966,0.109284,0.096084,0.087281,0.083969,0.081879,0.081085,0.079651
356,0.161378,0.108963,0.095901,0.087922,0.084458,0.081619,0.081558,0.080414
357,0.162446,0.109314,0.096725,0.089204,0.085785,0.083832,0.082153,0.082352
358,0.161942,0.109299,0.096664,0.088913,0.085144,0.083466,0.083221,0.081436
359,0.162553,0.110444,0.098114,0.090653,0.087235,0.085022,0.084915,0.083908
360,0.161317,0.110093,0.097671,0.09073,0.087693,0.085877,0.085282,0.083237
361,0.160554,0.110627,0.098572,0.091401,0.088898,0.087311,0.08667,0.084534
362,0.16008,0.111572,0.099105,0.092468,0.089844,0.087494,0.087234,0.085632
363,0.159287,0.111465,0.100448,0.094285,0.091019,0.088898,0.088211,0.086578
364,0.157959,0.112518,0.101562,0.094452,0.091934,0.089401,0.089325,0.087966
365,0.158036,0.113968,0.102829,0.095795,0.093354,0.091049,0.090668,0.089706
366,0.156541,0.11348,0.103302,0.097001,0.092744,0.091919,0.091446,0.089066
367,0.157502,0.11525,0.104416,0.097795,0.094575,0.092698,0.091629,0.091248
368,0.157028,0.113937,0.104217,0.098114,0.094757,0.093567,0.091628,0.090453
369,0.157044,0.115036,0.10385,0.098709,0.095642,0.093185,0.093154,0.091079
370,0.157883,0.115051,0.104445,0.098709,0.095932,0.094345,0.093261,0.091964
371,0.16063,0.116715,0.106415,0.100678,0.09845,0.09639,0.094681,0.094254
372,0.16063,0.115692,0.106003,0.10022,0.097886,0.09607,0.095215,0.093399
373,0.161378,0.115524,0.105636,0.100174,0.098603,0.096695,0.095978,0.094543
374,0.161698,0.115982,0.105743,0.101303,0.099396,0.097122,0.096191,0.094894
375,0.161561,0.116135,0.106125,0.101411,0.099045,0.098145,0.096924,0.095444
376,0.160324,0.115936,0.106719,0.1008,0.099609,0.098037,0.097,0.095992
377,0.159424,0.116333,0.10649,0.100677,0.099838,0.098068,0.097228,0.096069
378,0.156815,0.115203,0.106383,0.100754,0.099151,0.098098,0.097045,0.09645
379,0.154114,0.114456,0.106399,0.101166,0.099594,0.0979,0.097335,0.096328
380,0.150132,0.114441,0.106735,0.102189,0.099549,0.097626,0.096771,0.095977
381,0.145142,0.113983,0.106719,0.10173,0.09964,0.097152,0.096786,0.09555
382,0.138993,0.112839,0.106628,0.100998,0.098374,0.096481,0.095337,0.094696
383,0.13408,0.112992,0.106583,0.101609,0.098511,0.096527,0.095597,0.09462
384,0.128418,0.111664,0.106857,0.100403,0.098282,0.095947,0.096161,0.094451
385,0.121979,0.109726,0.105041,0.100006,0.097092,0.094757,0.094421,0.092941
386,0.115677,0.107498,0.103973,0.098893,0.095902,0.093475,0.092636,0.092453
387,0.109833,0.104706,0.101989,0.097656,0.095291,0.093231,0.093124,0.092346
388,0.103776,0.101288,0.099991,0.095322,0.093644,0.091858,0.09166,0.090271
389,0.100678,0.098526,0.097626,0.094514,0.09369,0.091278,0.09082,0.08995
390,0.095948,0.094772,0.094268,0.092316,0.091523,0.090424,0.08931,0.08873
391,0.092652,0.091004,0.091156,0.090241,0.089249,0.088425,0.087311,0.087204
392,0.089081,0.087845,0.088531,0.08754,0.087723,0.08667,0.086166,0.085067
393,0.087647,0.085388,0.085693,0.084824,0.08664,0.085983,0.08551,0.084823
394,0.085862,0.081589,0.082488,0.083603,0.084961,0.08464,0.084091,0.083007
395,0.084702,0.07901,0.079467,0.08136,0.083343,0.083038,0.082717,0.081725
396,0.083421,0.07602,0.077301,0.079072,0.080948,0.081147,0.081192,0.080597
397,0.082855,0.074081,0.075515,0.077362,0.079712,0.079574,0.078903,0.078597
398,0.082413,0.072067,0.073562,0.075287,0.078446,0.078445,0.077881,0.076538
399,0.082794,0.070831,0.071181,0.072937,0.076416,0.076416,0.076202,0.075408
400,0.082841,0.068726,0.069335,0.071656,0.074539,0.075348,0.07457,0.07312
401,0.083191,0.067215,0.067535,0.070191,0.073319,0.073623,0.072845,0.071655
402,0.084549,0.066467,0.066253,0.068833,0.072205,0.072204,0.071731,0.070586
403,0.084611,0.065399,0.064956,0.067719,0.070969,0.071243,0.07019,0.068939
404,0.085724,0.064361,0.063537,0.066193,0.068847,0.070098,0.069381,0.067809
405,0.087281,0.064392,0.063125,0.064804,0.068649,0.068542,0.068359,0.06723
406,0.088761,0.063843,0.061325,0.063828,0.066361,0.066666,0.065811,0.065384
407,0.090562,0.063278,0.060409,0.062363,0.065339,0.065994,0.064651,0.063797
408,0.092575,0.062606,0.059844,0.061111,0.064987,0.064453,0.063369,0.062469
409,0.094635,0.063324,0.059386,0.060791,0.063507,0.063308,0.062377,0.061355
410,0.097626,0.063461,0.059631,0.06012,0.062393,0.062317,0.061447,0.060363
411,0.100449,0.063919,0.059082,0.0598,0.062043,0.061615,0.06012,0.059128
412,0.10373,0.064392,0.059006,0.059525,0.061036,0.060456,0.059738,0.05896
413,0.106003,0.064682,0.05957,0.058838,0.059448,0.059509,0.059051,0.057571
414,0.108582,0.064804,0.057983,0.057297,0.057907,0.058639,0.057464,0.05632
415,0.111238,0.065552,0.058304,0.057176,0.058213,0.05803,0.056748,0.055847
416,0.113511,0.066528,0.058547,0.057373,0.057739,0.057678,0.056946,0.055175
417,0.115357,0.06578,0.057617,0.056153,0.056473,0.055939,0.054687,0.054
418,0.118241,0.067108,0.058365,0.055604,0.056549,0.055985,0.055069,0.053848
419,0.119202,0.067261,0.05777,0.054673,0.055085,0.054672,0.053452,0.052154
420,0.120942,0.067779,0.057952,0.054795,0.054779,0.05368,0.053207,0.051757
421,0.122543,0.068023,0.057662,0.054016,0.054275,0.052673,0.051925,0.050536
422,0.124146,0.068543,0.057586,0.054261,0.053879,0.052628,0.051666,0.050354
423,0.125153,0.068802,0.058304,0.053803,0.053483,0.051956,0.0513,0.049896
424,0.125748,0.068619,0.058075,0.053712,0.052933,0.051071,0.050308,0.049301
425,0.126374,0.068832,0.058029,0.053345,0.052277,0.051147,0.049484,0.048645
426,0.126359,0.068802,0.057708,0.052613,0.052017,0.049438,0.049042,0.047012
427,0.127015,0.068818,0.057327,0.052888,0.051316,0.049241,0.048142,0.04689
428,0.128006,0.069534,0.057357,0.05243,0.050507,0.048752,0.04805,0.046508
